Age,Gender,Location,Lead_Source,Interest_Level,Follow_Ups,Lead_Converted,Course,Course_Level,Course_Duration_Weeks,Attendance,Test_Score,Project_Marks,Performance_Score,PIP_Flag,Top_Performer_Flag,Joined,Employment_Type,Basic_Salary,HRA,TA,PF,CTC
43,Male,Italy,Website,4,5,1,Python,Beginner,10,93,72,91,83.8,0,0,1,Permanent,3070,607.77,272.52,332.58,4282.87
37,Female,Spain,LinkedIn,1,2,0,Business Analytics,Intermediate,12,74,90,96,89.2,0,1,0,Contract,2875,537.8,308.03,307.83,4028.67
32,Female,France,Website,4,3,1,HR Analytics,Beginner,22,95,50,67,65.8,0,0,1,Contract,2453,545.52,253.4,271.05,3522.97
24,Male,France,LinkedIn,2,5,1,Python,Advanced,19,94,48,85,72.0,0,0,1,Contract,1862,423.77,190.14,208.53,2684.45
42,Female,Italy,Website,1,6,1,Business Analytics,Intermediate,19,81,53,79,69.0,0,0,1,Contract,2308,519.31,263.98,256.96,3348.25
43,Female,Germany,Website,2,7,1,Business Analytics,Beginner,21,82,48,47,54.4,1,0,0,Contract,2091,502.42,175.78,236.46,3005.66
20,Female,Germany,Website,1,4,0,ML Engineering,Beginner,14,99,78,78,82.2,0,0,0,Contract,2914,623.74,273.57,309.34,4120.65
41,Male,Germany,Website,2,4,0,ML Engineering,Intermediate,10,81,87,77,81.8,0,0,0,Contract,2620,496.26,266.01,268.62,3650.89
20,Male,France,LinkedIn,4,6,1,Data Science,Intermediate,12,64,42,90,65.6,0,0,1,Contract,1949,390.3,219.17,224.56,2783.03
37,Male,Germany,LinkedIn,4,6,1,Data Science,Advanced,7,90,68,61,69.6,0,0,1,Contract,2680,606.67,237.6,313.6,3837.88
34,Female,Poland,Referral,2,0,0,HR Analytics,Intermediate,16,72,58,89,73.2,0,0,0,Contract,2939,655.16,329.51,309.01,4232.68
36,Male,Spain,Website,1,3,0,HR Analytics,Advanced,7,87,75,63,72.6,0,0,0,Contract,2503,543.58,240.25,270.68,3557.51
30,Male,France,Website,3,7,1,HR Analytics,Beginner,22,79,71,74,73.8,0,0,1,Contract,2315,527.37,202.69,254.58,3299.65
40,Male,Italy,Website,4,3,1,HR Analytics,Advanced,5,92,46,67,63.6,0,0,1,Contract,1829,410.83,201.85,202.41,2644.08
44,Female,Italy,Website,4,6,1,Business Analytics,Beginner,12,75,94,59,76.2,0,0,1,Contract,2966,716.86,248.06,335.72,4266.65
41,Male,Spain,Email Campaign,3,1,0,Business Analytics,Intermediate,15,88,67,58,67.6,0,0,0,Contract,2125,469.67,213.76,214.27,3022.69
36,Female,France,Website,2,1,0,Data Science,Beginner,5,82,83,46,68.0,0,0,0,Contract,2748,644.41,226.86,314.45,3933.73
32,Female,Germany,Referral,1,5,0,ML Engineering,Intermediate,9,83,57,83,72.6,0,0,0,Contract,1815,358.3,171.08,183.75,2528.12
20,Male,Germany,Website,2,5,1,ML Engineering,Beginner,8,93,99,93,95.4,0,1,1,Permanent,2912,662.4,302.97,318.47,4195.85
21,Female,Poland,Website,5,1,1,Python,Beginner,8,66,44,62,55.6,1,0,1,Contract,2671,649.46,273.1,311.31,3904.87
28,Male,Poland,Referral,4,6,1,Business Analytics,Beginner,23,97,62,50,64.2,0,0,1,Contract,2512,519.99,241.62,273.87,3547.48
22,Female,Germany,LinkedIn,5,6,1,HR Analytics,Beginner,8,96,94,76,87.2,0,1,1,Permanent,3932,922.2,382.04,404.92,5641.17
20,Male,Italy,Website,4,5,1,HR Analytics,Advanced,7,63,61,65,63.0,0,0,1,Contract,2178,502.54,194.0,260.71,3135.25
40,Female,Italy,Website,4,2,1,Python,Beginner,12,93,65,84,78.2,0,0,1,Contract,1961,361.15,192.64,230.98,2745.77
35,Female,Poland,Referral,5,6,1,ML Engineering,Advanced,13,81,81,72,77.4,0,0,1,Contract,2082,459.51,245.95,240.32,3027.77
42,Female,Spain,Website,5,1,1,HR Analytics,Intermediate,19,64,51,71,61.6,0,0,1,Contract,2068,391.09,235.79,223.82,2918.7
25,Female,Germany,Website,2,3,1,ML Engineering,Intermediate,13,82,79,46,66.4,0,0,1,Contract,2283,565.53,195.9,236.69,3281.12
36,Male,Poland,Walk-in,5,6,1,Python,Advanced,13,74,58,77,68.8,0,0,1,Contract,2466,583.95,200.22,293.03,3543.19
24,Female,Poland,LinkedIn,2,7,1,ML Engineering,Intermediate,22,90,86,60,76.4,0,0,1,Contract,2896,543.52,339.82,320.43,4099.78
24,Female,Germany,LinkedIn,2,6,1,ML Engineering,Intermediate,13,68,40,83,62.8,0,0,1,Contract,2397,451.89,242.26,280.56,3371.72
25,Male,Germany,Referral,2,2,0,ML Engineering,Beginner,9,84,42,66,60.0,0,0,0,Contract,2598,575.75,263.73,277.58,3715.06
22,Male,Italy,Referral,4,5,1,HR Analytics,Beginner,20,84,66,87,78.0,0,0,1,Contract,2597,530.16,288.86,277.11,3693.13
40,Female,Spain,Referral,4,6,1,Data Science,Beginner,8,80,57,91,75.2,0,0,1,Contract,2972,542.22,275.17,355.78,4145.17
42,Female,Spain,LinkedIn,5,4,1,Business Analytics,Advanced,9,68,89,57,72.0,0,0,1,Contract,2189,477.02,217.32,241.75,3125.08
24,Female,Germany,LinkedIn,4,0,1,ML Engineering,Advanced,18,97,69,46,65.4,0,0,1,Contract,2215,458.84,263.02,227.73,3164.59
40,Male,France,Website,5,1,1,ML Engineering,Intermediate,22,81,41,58,55.8,1,0,1,Contract,2225,416.24,237.82,232.28,3111.34
24,Female,Poland,Referral,4,7,1,ML Engineering,Beginner,21,82,44,82,66.8,0,0,1,Contract,2796,660.23,240.87,306.55,4003.66
29,Male,Poland,Referral,1,7,1,Data Science,Advanced,7,63,68,85,73.8,0,0,1,Contract,2666,650.65,227.49,268.86,3813.0
29,Female,Germany,Email Campaign,1,7,1,Python,Advanced,11,88,72,72,75.2,0,0,1,Contract,1885,439.13,166.2,205.94,2696.27
38,Male,France,LinkedIn,5,4,1,HR Analytics,Beginner,19,74,81,51,67.6,0,0,1,Contract,2222,527.88,245.91,240.82,3236.6
36,Female,Italy,Referral,4,7,1,Data Science,Advanced,22,60,59,62,60.4,0,0,1,Contract,1917,374.11,176.01,221.58,2688.7
40,Female,Germany,Website,4,7,1,ML Engineering,Beginner,23,89,69,85,79.4,0,0,1,Contract,2758,547.33,223.0,295.38,3823.7
33,Male,Germany,LinkedIn,2,5,1,Data Science,Intermediate,6,88,81,99,89.6,0,1,1,Permanent,2905,565.3,342.11,347.59,4160.0
28,Female,Poland,Website,3,3,1,Data Science,Intermediate,13,79,44,80,65.4,0,0,1,Contract,2791,651.85,242.23,289.19,3974.27
33,Male,Germany,Referral,5,0,1,Data Science,Intermediate,5,92,89,85,88.0,0,1,1,Permanent,3448,849.43,277.16,385.55,4960.14
20,Female,Germany,Website,3,4,1,Python,Beginner,7,95,60,80,75.0,0,0,1,Contract,2398,551.97,214.59,244.1,3408.66
38,Female,Germany,LinkedIn,3,0,0,Business Analytics,Advanced,9,81,97,88,90.2,0,1,0,Contract,1839,444.49,164.41,210.89,2658.79
32,Male,Poland,Website,5,1,1,HR Analytics,Intermediate,14,72,54,48,55.2,1,0,1,Contract,2984,670.53,289.09,357.77,4301.39
32,Female,Italy,Referral,4,5,1,Python,Intermediate,17,66,59,74,66.4,0,0,1,Contract,2502,518.25,292.27,291.19,3603.72
23,Female,Italy,Email Campaign,5,6,1,Python,Intermediate,19,67,47,68,59.4,1,0,1,Contract,2336,490.1,269.03,259.56,3354.69
20,Male,Germany,Website,3,3,1,Business Analytics,Advanced,22,87,88,64,78.2,0,0,1,Contract,2219,411.12,218.07,243.41,3091.61
36,Male,Poland,Referral,4,5,1,Python,Advanced,5,68,70,90,77.6,0,0,1,Contract,2463,448.76,237.52,287.43,3436.72
27,Female,Italy,Referral,1,0,0,Data Science,Beginner,20,84,51,75,67.2,0,0,0,Contract,1894,433.13,193.57,224.85,2745.55
21,Female,Italy,Website,5,4,1,Data Science,Intermediate,12,75,60,68,66.2,0,0,1,Contract,2772,584.03,248.75,332.04,3936.83
27,Female,Italy,Email Campaign,5,1,1,ML Engineering,Advanced,20,69,69,51,61.8,0,0,1,Contract,2449,535.49,201.03,264.32,3449.84
26,Female,Poland,Website,4,1,1,Python,Beginner,18,70,66,70,68.4,0,0,1,Contract,2087,457.13,245.37,250.06,3039.56
21,Male,Poland,Referral,1,5,1,ML Engineering,Intermediate,10,90,83,57,74.0,0,0,1,Contract,2211,440.91,193.39,228.0,3073.3
41,Female,Germany,LinkedIn,1,6,0,HR Analytics,Advanced,22,71,65,98,79.4,0,0,0,Contract,2199,469.07,193.37,231.05,3092.5
41,Male,Spain,LinkedIn,4,4,1,Data Science,Advanced,6,90,72,52,67.6,0,0,1,Contract,2327,495.54,230.14,236.84,3289.52
22,Male,Italy,LinkedIn,2,6,1,HR Analytics,Beginner,4,73,65,99,80.2,0,0,1,Permanent,2780,575.99,277.07,293.11,3926.16
37,Male,Spain,Website,5,6,1,Business Analytics,Intermediate,7,91,65,49,63.8,0,0,1,Contract,1935,459.46,156.23,223.22,2773.91
31,Male,Poland,Website,5,7,1,Data Science,Intermediate,21,76,75,88,80.4,0,0,1,Permanent,3432,726.15,294.87,401.74,4854.76
20,Male,Poland,LinkedIn,3,4,1,HR Analytics,Advanced,11,94,79,57,73.2,0,0,1,Contract,2642,587.2,251.32,305.36,3785.88
41,Male,Poland,Referral,4,0,0,Business Analytics,Intermediate,22,60,40,73,57.2,1,0,0,Contract,2509,608.9,269.34,282.57,3669.81
31,Female,Spain,Email Campaign,3,5,1,HR Analytics,Beginner,9,88,98,64,82.4,0,0,1,Permanent,3107,747.66,276.95,342.64,4474.24
24,Male,Poland,Email Campaign,3,5,1,Business Analytics,Advanced,4,63,54,58,57.4,1,0,1,Contract,2180,528.28,211.29,248.9,3168.46
44,Male,Germany,Email Campaign,1,7,1,Business Analytics,Advanced,11,82,89,76,82.4,0,0,1,Permanent,3746,745.08,383.19,403.88,5278.15
36,Male,Poland,Referral,5,2,1,Data Science,Beginner,4,87,40,94,71.0,0,0,1,Contract,2605,475.28,300.99,304.33,3685.6
35,Male,France,Referral,3,5,1,ML Engineering,Advanced,22,75,50,71,63.4,0,0,1,Contract,2275,451.07,211.67,258.31,3196.06
34,Male,Spain,Email Campaign,1,1,0,Business Analytics,Intermediate,14,71,94,69,79.4,0,0,0,Contract,2753,549.25,234.95,313.72,3850.92
42,Male,France,Referral,4,0,1,Business Analytics,Intermediate,18,80,41,96,70.8,0,0,1,Contract,2648,645.2,263.66,293.18,3850.05
34,Female,Poland,Website,3,4,1,Data Science,Advanced,14,76,40,48,50.4,1,0,0,Contract,2696,607.81,296.21,317.33,3917.34
24,Female,Germany,Email Campaign,5,5,1,ML Engineering,Beginner,22,99,70,65,73.8,0,0,1,Contract,1831,340.05,154.53,192.33,2517.91
40,Female,Italy,Email Campaign,3,0,0,Python,Beginner,13,72,83,62,72.4,0,0,0,Contract,1917,363.23,185.92,206.31,2672.46
33,Male,Poland,Referral,4,7,1,Python,Intermediate,15,91,55,83,73.4,0,0,1,Contract,1990,379.89,160.62,229.95,2760.45
21,Male,Germany,Website,3,5,1,ML Engineering,Beginner,4,96,93,59,80.0,0,0,1,Contract,1873,419.79,152.35,205.76,2650.91
30,Female,Spain,Referral,5,4,1,HR Analytics,Advanced,10,74,61,97,78.0,0,0,1,Contract,2422,560.64,240.55,285.27,3508.46
38,Male,France,Email Campaign,1,3,0,Data Science,Advanced,20,71,81,82,79.4,0,0,0,Contract,2926,702.75,268.98,312.87,4210.6
26,Male,France,Walk-in,5,4,1,ML Engineering,Intermediate,13,74,57,92,74.4,0,0,1,Contract,2670,656.4,303.86,286.72,3916.98
25,Male,France,Website,1,4,0,Python,Intermediate,9,93,86,96,91.4,0,1,0,Contract,2385,462.97,248.25,280.89,3377.11
21,Male,Spain,Website,2,4,0,Business Analytics,Intermediate,20,65,56,68,62.6,0,0,0,Contract,2219,447.54,217.81,242.51,3126.86
25,Male,Germany,Email Campaign,5,5,1,Python,Beginner,21,76,69,52,63.6,0,0,1,Contract,2272,447.18,218.83,250.65,3188.67
37,Male,Spain,Referral,5,2,1,Business Analytics,Advanced,8,79,49,72,64.2,0,0,1,Contract,1913,392.38,191.09,204.03,2700.5
21,Male,France,Referral,4,4,1,Data Science,Advanced,21,68,74,65,69.2,0,0,1,Contract,2129,519.53,173.76,224.68,3046.98
37,Male,Poland,Walk-in,3,7,1,Business Analytics,Advanced,20,64,97,60,75.6,0,0,1,Contract,2138,470.91,247.39,241.85,3098.15
34,Female,Italy,Website,1,1,0,ML Engineering,Intermediate,19,82,60,98,79.6,0,0,0,Contract,2037,471.92,244.3,208.58,2961.8
38,Female,Spain,LinkedIn,1,1,0,Business Analytics,Advanced,11,92,55,60,64.4,0,0,0,Contract,2996,642.07,261.43,352.29,4251.78
21,Female,Spain,Website,4,7,1,HR Analytics,Beginner,16,97,45,79,69.0,0,0,1,Contract,1878,341.83,159.28,217.07,2596.18
39,Female,Germany,Referral,4,0,0,ML Engineering,Beginner,19,73,42,61,55.8,1,0,0,Contract,2263,417.51,194.04,234.93,3109.48
44,Female,Germany,Email Campaign,3,2,1,Data Science,Advanced,14,76,80,53,68.4,0,0,1,Contract,2404,523.24,255.88,273.77,3456.89
25,Male,Spain,Referral,3,0,0,ML Engineering,Intermediate,9,78,82,79,80.0,0,0,0,Contract,2361,543.77,251.35,264.56,3420.68
20,Male,France,Walk-in,5,7,1,HR Analytics,Advanced,6,92,60,96,80.8,0,0,1,Permanent,2997,584.63,341.41,310.76,4233.8
43,Male,Italy,LinkedIn,2,1,0,Data Science,Beginner,4,60,52,73,62.0,0,0,0,Contract,2022,466.14,222.57,213.25,2923.96
34,Female,Germany,Referral,3,6,1,Python,Beginner,21,72,57,83,70.4,0,0,1,Contract,2392,566.3,234.39,258.77,3451.45
42,Female,France,Website,4,1,1,HR Analytics,Beginner,8,86,97,62,80.8,0,0,1,Permanent,2897,604.99,302.78,330.21,4134.98
29,Male,Poland,Referral,3,3,1,Data Science,Advanced,16,65,93,56,72.6,0,0,1,Contract,2710,629.4,291.41,305.62,3936.42
38,Female,Germany,Referral,1,4,0,Business Analytics,Beginner,13,65,99,63,77.8,0,0,0,Contract,2627,547.16,264.04,290.66,3728.86
36,Male,France,Website,2,6,1,ML Engineering,Intermediate,8,92,63,92,80.4,0,0,1,Permanent,3921,891.97,388.28,452.36,5653.61
24,Female,France,Referral,5,1,1,Data Science,Advanced,17,89,66,66,70.6,0,0,1,Contract,2470,576.7,261.34,284.44,3592.47
23,Male,Italy,Referral,1,5,0,ML Engineering,Advanced,20,94,93,93,93.2,0,1,0,Contract,2627,655.27,268.74,295.16,3846.17
29,Male,Italy,LinkedIn,1,5,0,Business Analytics,Beginner,4,82,43,96,72.0,0,0,0,Contract,2562,523.1,270.95,296.53,3652.58
43,Male,Poland,LinkedIn,2,0,0,Data Science,Beginner,5,69,61,59,61.8,0,0,0,Contract,2179,454.92,227.74,232.47,3094.12
36,Male,France,LinkedIn,5,6,1,Python,Intermediate,10,78,63,45,58.8,1,0,1,Contract,2593,496.8,282.04,305.0,3676.84
29,Male,France,Website,4,0,0,HR Analytics,Advanced,13,87,79,46,67.4,0,0,0,Contract,2413,468.81,255.08,270.98,3407.87
36,Male,Italy,Website,5,4,1,Data Science,Beginner,23,82,84,52,70.8,0,0,1,Contract,2362,539.81,238.07,275.05,3414.92
39,Female,Germany,LinkedIn,3,4,1,Business Analytics,Intermediate,10,63,49,66,58.6,1,0,1,Contract,2219,541.86,238.04,246.14,3245.04
43,Male,Germany,Referral,1,3,0,Data Science,Beginner,19,79,41,69,59.8,1,0,0,Contract,1851,384.31,181.36,193.19,2609.86
24,Male,Spain,Website,3,7,1,ML Engineering,Advanced,8,78,79,46,65.6,0,0,1,Contract,2618,504.2,234.75,290.2,3647.15
21,Female,Italy,Email Campaign,4,7,1,Data Science,Beginner,15,86,45,95,73.2,0,0,1,Contract,2004,400.71,160.43,215.27,2780.42
25,Female,Spain,Email Campaign,3,2,1,Python,Advanced,20,93,87,53,74.6,0,0,1,Contract,2800,593.19,286.72,319.06,3998.97
40,Male,Italy,Referral,5,0,1,Data Science,Beginner,19,63,57,53,56.6,1,0,1,Contract,2530,506.87,262.17,277.08,3576.12
21,Male,Poland,Website,3,4,1,HR Analytics,Advanced,23,97,56,57,64.6,0,0,1,Contract,2056,403.7,244.42,239.98,2944.1
32,Male,France,Email Campaign,4,7,1,Data Science,Intermediate,19,66,77,50,64.0,0,0,1,Contract,1984,459.33,187.41,225.31,2856.05
30,Male,Poland,LinkedIn,4,0,0,ML Engineering,Advanced,22,66,84,74,76.4,0,0,0,Contract,1944,350.99,186.17,221.02,2702.17
30,Female,Italy,Email Campaign,4,4,1,Data Science,Intermediate,18,85,62,59,65.4,0,0,1,Contract,2837,617.75,249.86,296.02,4000.63
35,Male,France,Email Campaign,5,1,1,Python,Advanced,15,85,85,95,89.0,0,1,1,Permanent,3820,899.85,316.38,457.2,5493.43
30,Male,Germany,Email Campaign,4,0,0,Business Analytics,Intermediate,13,78,69,97,82.0,0,0,0,Contract,1986,394.49,220.27,232.03,2832.79
38,Female,Germany,Referral,1,1,0,Data Science,Beginner,5,68,97,59,76.0,0,0,0,Contract,2665,592.24,239.82,308.55,3805.61
34,Male,Spain,Website,4,0,0,Data Science,Advanced,10,79,60,94,77.4,0,0,0,Contract,1839,417.13,191.91,196.05,2644.08
44,Male,Italy,LinkedIn,3,2,0,HR Analytics,Beginner,16,75,49,51,55.0,1,0,0,Contract,2400,542.04,258.03,265.71,3465.78
42,Male,Italy,LinkedIn,3,3,1,Python,Intermediate,6,76,95,55,75.2,0,0,1,Contract,2761,583.15,272.92,283.67,3900.74
42,Female,Germany,LinkedIn,3,5,1,Business Analytics,Advanced,18,81,82,84,82.6,0,0,1,Permanent,3424,699.39,393.95,379.27,4896.61
35,Male,Poland,Website,5,7,1,ML Engineering,Advanced,4,72,52,82,68.0,0,0,1,Contract,1808,431.23,176.74,186.08,2602.05
30,Female,France,Website,3,5,1,Data Science,Beginner,6,71,51,84,68.2,0,0,1,Contract,2149,500.91,196.41,238.67,3084.99
41,Male,Poland,Email Campaign,5,5,1,Business Analytics,Advanced,13,69,48,46,51.4,1,0,0,Contract,1883,381.28,218.13,212.73,2695.14
35,Male,Poland,LinkedIn,5,1,1,ML Engineering,Advanced,18,60,43,95,67.2,0,0,1,Contract,2332,436.58,266.93,251.4,3286.9
27,Female,Germany,Walk-in,4,6,1,Python,Beginner,9,91,78,92,86.2,0,1,1,Permanent,2578,477.0,223.16,283.5,3561.66
23,Female,Germany,Email Campaign,1,4,0,Python,Advanced,23,89,63,83,76.2,0,0,0,Contract,2157,402.49,174.8,253.48,2987.77
27,Female,Germany,LinkedIn,4,5,1,Business Analytics,Beginner,18,67,93,54,72.2,0,0,1,Contract,2177,480.68,182.0,222.43,3062.11
23,Female,Spain,LinkedIn,4,2,1,ML Engineering,Beginner,10,80,73,88,80.4,0,0,1,Permanent,3173,582.61,290.21,367.54,4413.37
43,Female,Poland,Email Campaign,5,5,1,Python,Beginner,8,81,78,61,71.8,0,0,1,Contract,2848,579.81,338.6,294.53,4060.94
44,Male,Italy,LinkedIn,5,0,1,Business Analytics,Beginner,7,77,80,51,67.8,0,0,1,Contract,2192,510.13,224.33,220.81,3147.27
22,Male,France,LinkedIn,3,1,0,Python,Beginner,21,61,44,98,69.0,0,0,0,Contract,2926,586.97,277.77,303.46,4094.19
22,Female,Spain,Website,3,6,1,Python,Intermediate,6,68,54,84,68.8,0,0,1,Contract,2501,583.81,288.99,288.37,3662.17
37,Male,Italy,Referral,4,0,0,Python,Intermediate,20,62,89,83,81.2,0,0,0,Contract,2348,545.16,230.4,253.82,3377.39
38,Female,Poland,LinkedIn,2,6,1,HR Analytics,Beginner,21,85,43,48,53.4,1,0,0,Contract,2583,509.39,239.21,303.37,3634.97
38,Female,Germany,Website,2,0,0,ML Engineering,Intermediate,21,80,90,79,83.6,0,0,0,Contract,2131,492.3,250.71,235.46,3109.47
40,Male,Poland,Website,3,0,0,Business Analytics,Intermediate,5,89,91,95,92.2,0,1,0,Contract,2593,602.47,295.55,260.45,3751.47
24,Male,France,Referral,2,7,1,Business Analytics,Advanced,16,87,97,91,92.6,0,1,1,Permanent,3925,815.7,446.46,448.76,5635.92
37,Female,Spain,Website,3,3,0,ML Engineering,Beginner,18,95,78,80,82.2,0,0,0,Contract,2782,541.74,279.57,284.33,3887.64
29,Male,Spain,Website,5,3,1,ML Engineering,Intermediate,8,85,97,75,85.8,0,1,1,Permanent,3601,779.58,401.79,416.95,5199.32
41,Female,France,Referral,4,4,1,ML Engineering,Advanced,6,93,47,69,65.0,0,0,1,Contract,2342,572.61,204.16,242.07,3360.85
40,Male,Italy,Walk-in,1,1,0,ML Engineering,Advanced,8,67,88,85,82.6,0,0,0,Contract,2842,638.81,292.52,303.84,4077.16
25,Female,Italy,Referral,4,2,1,Data Science,Beginner,8,69,84,57,70.2,0,0,1,Contract,2971,570.74,354.6,342.33,4238.68
20,Male,Spain,Website,3,2,0,Business Analytics,Beginner,8,73,63,62,64.6,0,0,0,Contract,2290,521.65,209.85,272.7,3294.2
24,Female,Spain,Website,3,2,1,Data Science,Advanced,6,99,92,65,82.6,0,0,1,Permanent,3658,767.83,408.87,392.97,5227.67
28,Male,Germany,LinkedIn,4,7,1,Python,Beginner,6,74,67,92,78.4,0,0,1,Contract,2661,589.16,265.09,310.24,3825.49
31,Male,Italy,Referral,3,0,0,Python,Beginner,23,76,94,45,70.8,0,0,0,Contract,1912,442.41,156.0,198.5,2708.91
33,Male,France,Email Campaign,2,3,1,Business Analytics,Advanced,21,77,82,80,80.2,0,0,1,Permanent,3080,665.42,340.4,357.72,4443.55
21,Female,Italy,LinkedIn,2,1,0,Python,Advanced,23,91,66,94,82.2,0,0,0,Contract,2409,570.88,208.96,272.58,3461.42
36,Female,Germany,Email Campaign,3,0,0,ML Engineering,Beginner,7,97,40,52,56.2,1,0,0,Contract,2307,531.88,242.83,239.59,3321.31
33,Male,Spain,Website,3,6,1,Data Science,Intermediate,4,82,73,96,84.0,0,0,1,Permanent,3120,695.93,260.29,330.88,4407.1
32,Male,Spain,LinkedIn,2,3,0,ML Engineering,Beginner,19,82,56,92,75.6,0,0,0,Contract,2623,499.83,309.19,269.21,3701.23
28,Male,Germany,Website,3,3,1,Python,Intermediate,11,94,76,65,75.2,0,0,1,Contract,2408,574.35,220.74,259.24,3462.33
44,Female,France,Walk-in,3,5,1,Data Science,Advanced,20,98,77,87,85.2,0,1,1,Permanent,3409,836.96,303.6,354.78,4904.34
34,Female,Spain,LinkedIn,4,5,1,ML Engineering,Intermediate,11,74,65,96,79.2,0,0,1,Contract,2089,396.05,177.91,235.81,2898.77
44,Male,Poland,Referral,1,7,1,Business Analytics,Advanced,10,83,96,97,93.8,0,1,1,Permanent,2998,642.1,353.28,359.43,4352.82
41,Male,Spain,Website,2,1,0,ML Engineering,Beginner,11,87,63,97,81.4,0,0,0,Contract,2979,590.21,323.15,298.62,4190.97
34,Male,Poland,Website,4,6,1,Python,Beginner,15,75,78,65,72.2,0,0,1,Contract,2581,600.9,283.05,286.02,3750.97
43,Male,Germany,LinkedIn,1,1,0,Data Science,Advanced,19,75,99,71,83.0,0,0,0,Contract,1961,452.04,196.05,218.6,2827.69
30,Male,Germany,Website,3,1,0,Business Analytics,Advanced,15,99,60,63,69.0,0,0,0,Contract,2423,460.04,239.85,286.6,3409.49
35,Female,Spain,LinkedIn,3,7,1,Data Science,Advanced,22,98,69,67,74.0,0,0,1,Contract,2516,607.34,212.35,277.06,3612.76
36,Male,Italy,Website,4,7,1,Business Analytics,Beginner,13,65,86,95,85.4,0,1,1,Permanent,3995,769.71,409.06,442.94,5616.71
23,Female,Poland,LinkedIn,3,0,0,Data Science,Beginner,10,61,90,94,85.8,0,1,0,Contract,2366,557.92,212.65,258.92,3395.49
20,Male,France,Email Campaign,5,4,1,Python,Intermediate,15,72,87,95,87.2,0,1,1,Permanent,3030,642.33,360.83,319.3,4352.45
27,Male,Spain,Email Campaign,4,7,1,Business Analytics,Advanced,23,68,96,87,86.8,0,1,1,Permanent,3643,739.45,407.52,368.38,5158.35
36,Female,France,Email Campaign,1,1,0,HR Analytics,Intermediate,8,93,52,79,71.0,0,0,0,Contract,2395,457.63,231.16,259.07,3342.87
22,Female,Spain,Website,4,5,1,Data Science,Beginner,19,76,76,84,79.2,0,0,1,Contract,2758,528.8,237.34,278.7,3802.84
39,Female,Italy,Website,2,4,1,Data Science,Intermediate,12,86,42,96,72.4,0,0,1,Contract,2812,636.45,313.29,312.16,4073.9
34,Male,Italy,LinkedIn,4,0,0,ML Engineering,Intermediate,10,88,71,95,84.0,0,0,0,Contract,2274,496.94,193.02,241.38,3205.34
34,Male,Italy,Referral,3,4,1,Business Analytics,Beginner,23,96,74,86,83.2,0,0,1,Permanent,2657,500.97,232.68,294.06,3684.7
43,Female,Italy,Referral,3,2,1,HR Analytics,Beginner,17,81,58,92,76.2,0,0,1,Contract,2440,458.45,215.84,250.55,3364.85
41,Male,Germany,Website,5,6,1,Python,Advanced,14,83,53,49,57.4,1,0,1,Contract,2061,381.41,210.79,244.54,2897.75
33,Male,Germany,Website,5,4,1,ML Engineering,Intermediate,10,66,87,96,86.4,0,1,1,Permanent,3355,778.57,374.02,395.52,4903.12
42,Male,Poland,Website,5,1,1,HR Analytics,Beginner,13,93,61,85,77.0,0,0,1,Contract,1980,455.07,183.29,205.52,2823.88
33,Male,France,Email Campaign,1,0,0,Business Analytics,Beginner,12,71,56,52,57.4,1,0,0,Contract,2524,464.64,210.47,269.74,3468.85
43,Female,Spain,Website,5,6,1,HR Analytics,Intermediate,7,82,98,55,77.6,0,0,1,Contract,2268,497.19,223.58,254.63,3243.4
21,Male,Spain,LinkedIn,1,1,0,Data Science,Beginner,19,74,43,60,56.0,1,0,0,Contract,1820,338.39,200.06,185.48,2543.93
32,Male,Germany,Website,5,6,1,Data Science,Advanced,13,92,84,83,85.2,0,1,1,Permanent,2829,688.19,251.4,302.96,4071.55
33,Male,Spain,LinkedIn,1,5,0,ML Engineering,Advanced,22,72,79,91,82.4,0,0,0,Contract,2265,551.52,201.13,237.88,3255.52
43,Male,Germany,Referral,4,2,1,Business Analytics,Intermediate,20,82,58,68,66.8,0,0,1,Contract,2939,672.67,346.48,347.71,4305.86
38,Male,Poland,Email Campaign,4,5,1,Business Analytics,Advanced,12,97,76,65,75.8,0,0,1,Contract,2336,571.93,276.04,273.43,3457.4
26,Male,France,Email Campaign,3,1,0,HR Analytics,Beginner,16,91,41,96,73.0,0,0,0,Contract,2751,651.44,329.07,307.0,4038.51
22,Male,Poland,Referral,1,1,0,ML Engineering,Beginner,4,94,54,67,67.2,0,0,0,Contract,2565,610.46,288.07,283.19,3746.72
34,Female,Italy,Walk-in,2,1,0,Business Analytics,Beginner,5,60,41,93,65.6,0,0,0,Contract,2758,606.43,241.4,327.14,3932.97
42,Male,Italy,Walk-in,3,3,1,Data Science,Beginner,16,64,50,82,65.6,0,0,1,Contract,2733,550.49,241.81,324.27,3849.57
33,Male,Italy,Email Campaign,4,2,1,HR Analytics,Intermediate,12,72,84,91,84.4,0,0,1,Permanent,3482,679.85,325.95,415.7,4903.5
30,Female,Poland,Email Campaign,1,6,0,Python,Advanced,10,64,62,52,58.4,1,0,0,Contract,2991,606.89,277.34,306.6,4181.83
34,Female,Spain,Website,5,7,1,Data Science,Advanced,19,91,49,51,58.2,1,0,1,Contract,2332,522.36,275.78,240.69,3370.83
32,Male,France,LinkedIn,2,1,0,ML Engineering,Beginner,22,80,42,46,51.2,1,0,0,Contract,1814,348.44,202.38,205.95,2570.77
